curve_type,base_ccy,quote_ccy,obs_date,spot
Exchange,JPY,USD,2005-05-04,0.009573042312847023
Exchange,JPY,USD,2005-05-05,0.009518370454978107
Exchange,JPY,USD,2005-05-07,0.009512485136741973
Exchange,JPY,USD,2005-05-08,0.009467186730791078
Exchange,JPY,USD,2005-05-09,0.009473285335354301
Exchange,JPY,USD,2005-05-10,0.0094553706505295
Exchange,JPY,USD,2005-05-11,0.009365400464523863
Exchange,JPY,USD,2005-05-12,0.009319664492078286
Exchange,JPY,USD,2005-05-13,0.009319664492078286
Exchange,JPY,USD,2005-05-14,0.009319664492078286
Exchange,JPY,USD,2005-05-15,0.009367330498154636
Exchange,JPY,USD,2005-05-16,0.009299903281005877
Exchange,JPY,USD,2005-05-17,0.009345794392523364
Exchange,JPY,USD,2005-05-18,0.009291435155074051
Exchange,JPY,USD,2005-05-19,0.009245562130177515
Exchange,JPY,USD,2005-05-21,0.009240436148586214
Exchange,JPY,USD,2005-05-22,0.009289363678588016
Exchange,JPY,USD,2005-05-23,0.00929022668153103
Exchange,JPY,USD,2005-05-24,0.009283499507974526
Exchange,JPY,USD,2005-05-25,0.009262689885142646
Exchange,JPY,USD,2005-05-26,0.00926526452330214
Exchange,JPY,USD,2005-05-27,0.00926526452330214
Exchange,JPY,USD,2005-05-28,0.009260974254491572
Exchange,JPY,USD,2005-05-29,0.009259430730198708
Exchange,JPY,USD,2005-05-30,0.009210817183700539
Exchange,JPY,USD,2005-05-31,0.009195402298850575
Exchange,JPY,USD,2005-06-01,0.00923446301597562
Exchange,JPY,USD,2005-06-02,0.009285913269570062
Exchange,JPY,USD,2005-06-03,0.009285913269570062
Exchange,JPY,USD,2005-06-04,0.009284189026088572
Exchange,JPY,USD,2005-06-05,0.009351212852306943
Exchange,JPY,USD,2005-06-06,0.009379983116030392
Exchange,JPY,USD,2005-06-07,0.009320533134495292
Exchange,JPY,USD,2005-06-08,0.009307520476545048
Exchange,JPY,USD,2005-06-09,0.009203018590097553
Exchange,JPY,USD,2005-06-10,0.009203018590097553
Exchange,JPY,USD,2005-06-11,0.009206407659731172
Exchange,JPY,USD,2005-06-12,0.009126918934706022
Exchange,JPY,USD,2005-06-13,0.009134589034839323
Exchange,JPY,USD,2005-06-14,0.009156335268372187
Exchange,JPY,USD,2005-06-15,0.009181387491277683
Exchange,JPY,USD,2005-06-16,0.00921064750851985
Exchange,JPY,USD,2005-06-17,0.00921064750851985
Exchange,JPY,USD,2005-06-18,0.009192021325489474
Exchange,JPY,USD,2005-06-19,0.009152647861026195
Exchange,JPY,USD,2005-06-20,0.00924470740501063
Exchange,JPY,USD,2005-06-21,0.009186110600771633
Exchange,JPY,USD,2005-06-22,0.00917970184328413
Exchange,JPY,USD,2005-06-23,0.009170105456212746
Exchange,JPY,USD,2005-06-24,0.009170105456212746
Exchange,JPY,USD,2005-06-25,0.00915876722993085
Exchange,JPY,USD,2005-06-26,0.009152480322167308
Exchange,JPY,USD,2005-06-27,0.009088430428065073
Exchange,JPY,USD,2005-06-28,0.009054526357726227
Exchange,JPY,USD,2005-06-29,0.009015831800641928
Exchange,JPY,USD,2005-06-30,0.00894534394847482
Exchange,JPY,USD,2005-07-01,0.00894534394847482
Exchange,JPY,USD,2005-07-02,0.00895535754264989
Exchange,JPY,USD,2005-07-03,0.008959288990825688
Exchange,JPY,USD,2005-07-04,0.008949346697691068
Exchange,JPY,USD,2005-07-05,0.00891360929867722
Exchange,JPY,USD,2005-07-06,0.008922039221284418
Exchange,JPY,USD,2005-07-07,0.008914244963451595
Exchange,JPY,USD,2005-07-09,0.008915437079302813
Exchange,JPY,USD,2005-07-10,0.008943903835145964
Exchange,JPY,USD,2005-07-11,0.00902445627650934
Exchange,JPY,USD,2005-07-12,0.008939746111210442
Exchange,JPY,USD,2005-07-13,0.00890012282169494
Exchange,JPY,USD,2005-07-14,0.00891583452211127
Exchange,JPY,USD,2005-07-15,0.00891583452211127
Exchange,JPY,USD,2005-07-16,0.00890670229347584
Exchange,JPY,USD,2005-07-17,0.00892952816373183
Exchange,JPY,USD,2005-07-18,0.008872484650601555
Exchange,JPY,USD,2005-07-19,0.008855983988380948
Exchange,JPY,USD,2005-07-20,0.009068978651624253
Exchange,JPY,USD,2005-07-21,0.008982304859426929
Exchange,JPY,USD,2005-07-22,0.008981498113885395
Exchange,JPY,USD,2005-07-23,0.008981094795455566
Exchange,JPY,USD,2005-07-24,0.008969575200918484
Exchange,JPY,USD,2005-07-25,0.008885571608821596
Exchange,JPY,USD,2005-07-26,0.00889110178533324
Exchange,JPY,USD,2005-07-27,0.008919174441213722
Exchange,JPY,USD,2005-07-28,0.008889679082585119
Exchange,JPY,USD,2005-07-30,0.00888415067519545
Exchange,JPY,USD,2005-07-31,0.008910591128615473
Exchange,JPY,USD,2005-08-01,0.008971426008163997
Exchange,JPY,USD,2005-08-02,0.009001710324961743
Exchange,JPY,USD,2005-08-03,0.008990380293086396
Exchange,JPY,USD,2005-08-04,0.00893415527561869
Exchange,JPY,USD,2005-08-05,0.00893415527561869
Exchange,JPY,USD,2005-08-06,0.008922596475574392
Exchange,JPY,USD,2005-08-07,0.008914244963451595
Exchange,JPY,USD,2005-08-08,0.00893734918223255
Exchange,JPY,USD,2005-08-09,0.00903750564844103
Exchange,JPY,USD,2005-08-10,0.009115770282588878
Exchange,JPY,USD,2005-08-11,0.009142439202779302
Exchange,JPY,USD,2005-08-12,0.009142439202779302
Exchange,JPY,USD,2005-08-13,0.009134505594884677
Exchange,JPY,USD,2005-08-14,0.00915390459800628
Exchange,JPY,USD,2005-08-15,0.009130752373995618
Exchange,JPY,USD,2005-08-16,0.009096697898662786
Exchange,JPY,USD,2005-08-17,0.009047317470370035
Exchange,JPY,USD,2005-08-18,0.009052231375033946
Exchange,JPY,USD,2005-08-19,0.009052231375033946
Exchange,JPY,USD,2005-08-20,0.009055510278004166
Exchange,JPY,USD,2005-08-21,0.009109957183201239
Exchange,JPY,USD,2005-08-22,0.00910042316967739
Exchange,JPY,USD,2005-08-23,0.009073586788857635
Exchange,JPY,USD,2005-08-24,0.009087604507451835
Exchange,JPY,USD,2005-08-25,0.009076057360682519
Exchange,JPY,USD,2005-08-26,0.009075233687267448
Exchange,JPY,USD,2005-08-27,0.009075645505286563
Exchange,JPY,USD,2005-08-28,0.00903954802259887
Exchange,JPY,USD,2005-08-29,0.008988360073704554
Exchange,JPY,USD,2005-08-30,0.00903873096217291
Exchange,JPY,USD,2005-08-31,0.009105809506465124
Exchange,JPY,USD,2005-09-01,0.009105809506465124
Exchange,JPY,USD,2005-09-02,0.009105809506465124
Exchange,JPY,USD,2005-09-03,0.009115354815186182
Exchange,JPY,USD,2005-09-04,0.009161704076958314
Exchange,JPY,USD,2005-09-05,0.009116601331023794
Exchange,JPY,USD,2005-09-06,0.009082239680305164
Exchange,JPY,USD,2005-09-07,0.009048136083966703
Exchange,JPY,USD,2005-09-08,0.009116601331023794
Exchange,JPY,USD,2005-09-09,0.009115770282588878
Exchange,JPY,USD,2005-09-10,0.009160445197636605
Exchange,JPY,USD,2005-09-11,0.009062075215224287
Exchange,JPY,USD,2005-09-12,0.009038322487346349
Exchange,JPY,USD,2005-09-13,0.009058791557206269
Exchange,JPY,USD,2005-09-14,0.00903750564844103
Exchange,JPY,USD,2005-09-15,0.00898069151324652
Exchange,JPY,USD,2005-09-16,0.008981498113885395
Exchange,JPY,USD,2005-09-17,0.008971426008163997
Exchange,JPY,USD,2005-09-18,0.008965795490204868
Exchange,JPY,USD,2005-09-19,0.008931362479346224
Exchange,JPY,USD,2005-09-20,0.008984725965858042
Exchange,JPY,USD,2005-09-21,0.008952551477170993
Exchange,JPY,USD,2005-09-22,0.008888888888888889
Exchange,JPY,USD,2005-09-23,0.008888888888888889
Exchange,JPY,USD,2005-09-24,0.008890074232119839
Exchange,JPY,USD,2005-09-25,0.00891503967192654
Exchange,JPY,USD,2005-09-26,0.008825346394845997
Exchange,JPY,USD,2005-09-27,0.00884016973125884
Exchange,JPY,USD,2005-09-28,0.008849165966107695
Exchange,JPY,USD,2005-09-29,0.00881057268722467
Exchange,JPY,USD,2005-10-01,0.008817564588660612
Exchange,JPY,USD,2005-10-02,0.008761170492377781
Exchange,JPY,USD,2005-10-03,0.0087527352297593
Exchange,JPY,USD,2005-10-04,0.008771160424524164
Exchange,JPY,USD,2005-10-05,0.008825346394845997
Exchange,JPY,USD,2005-10-06,0.008785802143735724
Exchange,JPY,USD,2005-10-07,0.00878348704435661
Exchange,JPY,USD,2005-10-08,0.008789277081960008
Exchange,JPY,USD,2005-10-09,0.008764241893076249
Exchange,JPY,USD,2005-10-10,0.008729431277552267
Exchange,JPY,USD,2005-10-11,0.00874125874125874
Exchange,JPY,USD,2005-10-12,0.008732861758798357
Exchange,JPY,USD,2005-10-13,0.00876577840112202
Exchange,JPY,USD,2005-10-14,0.00876577840112202
Exchange,JPY,USD,2005-10-15,0.008762322015334063
Exchange,JPY,USD,2005-10-16,0.00870170553428472
Exchange,JPY,USD,2005-10-17,0.008641847281274847
Exchange,JPY,USD,2005-10-18,0.0086617583369424
Exchange,JPY,USD,2005-10-19,0.008670019074041963
Exchange,JPY,USD,2005-10-20,0.00862738331464067
Exchange,JPY,USD,2005-10-21,0.00862738331464067
Exchange,JPY,USD,2005-10-22,0.008629989212513484
Exchange,JPY,USD,2005-10-23,0.008662133483476981
Exchange,JPY,USD,2005-10-24,0.008693535487011857
Exchange,JPY,USD,2005-10-25,0.008631255502425382
Exchange,JPY,USD,2005-10-26,0.008662658743221469
Exchange,JPY,USD,2005-10-27,0.008643789437289308
Exchange,JPY,USD,2005-10-28,0.008643640009680877
Exchange,JPY,USD,2005-10-29,0.008640801866413203
Exchange,JPY,USD,2005-10-30,0.008591286717011606
Exchange,JPY,USD,2005-10-31,0.008564943685495268
Exchange,JPY,USD,2005-11-01,0.008555783709787816
Exchange,JPY,USD,2005-11-02,0.008530239699735563
Exchange,JPY,USD,2005-11-03,0.008450942280064227
Exchange,JPY,USD,2005-11-04,0.008450942280064227
Exchange,JPY,USD,2005-11-05,0.008455587029129498
Exchange,JPY,USD,2005-11-06,0.00849725963376811
Exchange,JPY,USD,2005-11-07,0.008525876033762468
Exchange,JPY,USD,2005-11-08,0.008508827908955541
Exchange,JPY,USD,2005-11-09,0.00845880561664693
Exchange,JPY,USD,2005-11-10,0.008475294516484448
Exchange,JPY,USD,2005-11-11,0.008475294516484448
Exchange,JPY,USD,2005-11-12,0.008473858147614609
Exchange,JPY,USD,2005-11-13,0.0084167999326656
Exchange,JPY,USD,2005-11-14,0.008408307407718826
Exchange,JPY,USD,2005-11-15,0.008389965601141035
Exchange,JPY,USD,2005-11-16,0.008415383320710259
Exchange,JPY,USD,2005-11-17,0.008396305625524769
Exchange,JPY,USD,2005-11-18,0.008395600705230459
Exchange,JPY,USD,2005-11-19,0.008389261744966443
Exchange,JPY,USD,2005-11-20,0.008401243384020835
Exchange,JPY,USD,2005-11-21,0.008421761832575375
Exchange,JPY,USD,2005-11-22,0.008423180592991913
Exchange,JPY,USD,2005-11-23,0.008409014463504878
Exchange,JPY,USD,2005-11-24,0.008359806052499582
Exchange,JPY,USD,2005-11-26,0.008356313194618534
Exchange,JPY,USD,2005-11-27,0.00841467519353753
Exchange,JPY,USD,2005-11-28,0.008356313194618534
Exchange,JPY,USD,2005-11-29,0.008346548702111677
Exchange,JPY,USD,2005-11-30,0.008289124668435014
Exchange,JPY,USD,2005-12-01,0.0082904990880451
Exchange,JPY,USD,2005-12-02,0.0082904990880451
Exchange,JPY,USD,2005-12-03,0.008261049153242462
Exchange,JPY,USD,2005-12-04,0.008276775368316504
Exchange,JPY,USD,2005-12-05,0.00827266710787558
Exchange,JPY,USD,2005-12-06,0.008261731658955716
Exchange,JPY,USD,2005-12-07,0.0083108248493663
Exchange,JPY,USD,2005-12-08,0.008287063893262617
Exchange,JPY,USD,2005-12-09,0.008287063893262617
Exchange,JPY,USD,2005-12-10,0.008281573498964804
Exchange,JPY,USD,2005-12-11,0.008348639171814994
Exchange,JPY,USD,2005-12-12,0.00833750208437552
Exchange,JPY,USD,2005-12-13,0.008519338899301414
Exchange,JPY,USD,2005-12-14,0.008604741212408036
Exchange,JPY,USD,2005-12-15,0.00864528399757932
Exchange,JPY,USD,2005-12-16,0.00864528399757932
Exchange,JPY,USD,2005-12-17,0.00865051903114187
Exchange,JPY,USD,2005-12-18,0.008609556607834697
Exchange,JPY,USD,2005-12-19,0.0085295121119072
Exchange,JPY,USD,2005-12-20,0.008518250351377828
Exchange,JPY,USD,2005-12-21,0.008572285800008572
Exchange,JPY,USD,2005-12-22,0.008602520538517785
Exchange,JPY,USD,2005-12-23,0.008602520538517785
Exchange,JPY,USD,2005-12-25,0.008598821961391289
Exchange,JPY,USD,2005-12-26,0.00851534891642185
Exchange,JPY,USD,2005-12-27,0.008479606546256253
Exchange,JPY,USD,2005-12-28,0.00848536274925753
Exchange,JPY,USD,2005-12-29,0.008492569002123142
Exchange,JPY,USD,2005-12-31,0.008488964346349746
Exchange,JPY,USD,2006-01-01,0.008482483671218934
Exchange,JPY,USD,2006-01-02,0.00860733344809778
Exchange,JPY,USD,2006-01-03,0.008613264427217916
Exchange,JPY,USD,2006-01-04,0.00862663906142167
Exchange,JPY,USD,2006-01-05,0.00873591333973967
Exchange,JPY,USD,2006-01-06,0.00873591333973967
Exchange,JPY,USD,2006-01-07,0.008731336767659128
Exchange,JPY,USD,2006-01-08,0.008735150244584206
Exchange,JPY,USD,2006-01-09,0.00874584572328144
Exchange,JPY,USD,2006-01-10,0.008760402978537012
Exchange,JPY,USD,2006-01-11,0.008743857440148295
Exchange,JPY,USD,2006-01-12,0.008758868354208636
Exchange,JPY,USD,2006-01-14,0.00875580071797566
Exchange,JPY,USD,2006-01-15,0.008699056152407464
Exchange,JPY,USD,2006-01-16,0.008659508139937652
Exchange,JPY,USD,2006-01-17,0.008677542519958349
Exchange,JPY,USD,2006-01-18,0.008664760419374404
Exchange,JPY,USD,2006-01-19,0.008673026886383347
Exchange,JPY,USD,2006-01-20,0.008673026886383347
Exchange,JPY,USD,2006-01-21,0.008676789587852495
Exchange,JPY,USD,2006-01-22,0.008738967054094205
Exchange,JPY,USD,2006-01-23,0.008719612151651495
Exchange,JPY,USD,2006-01-24,0.008631106507854307
Exchange,JPY,USD,2006-01-25,0.008587376556462
Exchange,JPY,USD,2006-01-26,0.008523695874531197
Exchange,JPY,USD,2006-01-28,0.008525149190110827
Exchange,JPY,USD,2006-01-29,0.008502678343678259
Exchange,JPY,USD,2006-01-30,0.008532423208191127
Exchange,JPY,USD,2006-01-31,0.00847314014573801
Exchange,JPY,USD,2006-02-01,0.008433836552247618
Exchange,JPY,USD,2006-02-02,0.008408307407718826
Exchange,JPY,USD,2006-02-03,0.008408307407718826
Exchange,JPY,USD,2006-02-04,0.008418217021634818
Exchange,JPY,USD,2006-02-05,0.008400043680227138
Exchange,JPY,USD,2006-02-06,0.00847931894110265
Exchange,JPY,USD,2006-02-07,0.00843668269636379
Exchange,JPY,USD,2006-02-08,0.00841467519353753
Exchange,JPY,USD,2006-02-09,0.008484642796538266
Exchange,JPY,USD,2006-02-11,0.008490045421743007
Exchange,JPY,USD,2006-02-12,0.008490405841399219
Exchange,JPY,USD,2006-02-13,0.008517887563884156
Exchange,JPY,USD,2006-02-14,0.008482483671218934
Exchange,JPY,USD,2006-02-15,0.008504847763225038
Exchange,JPY,USD,2006-02-16,0.008469910642442723
Exchange,JPY,USD,2006-02-17,0.008469910642442723
Exchange,JPY,USD,2006-02-18,0.008460952703274389
Exchange,JPY,USD,2006-02-19,0.008456302059109551
Exchange,JPY,USD,2006-02-20,0.008423890152472413
Exchange,JPY,USD,2006-02-21,0.008435970980259827
Exchange,JPY,USD,2006-02-22,0.008537157980108422
Exchange,JPY,USD,2006-02-23,0.00855431993156544
Exchange,JPY,USD,2006-02-24,0.008555051758063136
Exchange,JPY,USD,2006-02-25,0.008556515786771626
Exchange,JPY,USD,2006-02-26,0.008611780916293488
Exchange,JPY,USD,2006-02-27,0.008637368711995578
Exchange,JPY,USD,2006-02-28,0.00861474844934528
Exchange,JPY,USD,2006-03-01,0.00862849993528625
Exchange,JPY,USD,2006-03-02,0.008589958338702058
Exchange,JPY,USD,2006-03-03,0.008589663199305956
Exchange,JPY,USD,2006-03-04,0.008593280054996991
Exchange,JPY,USD,2006-03-05,0.008505571149102662
Exchange,JPY,USD,2006-03-06,0.00848536274925753
Exchange,JPY,USD,2006-03-07,0.00848536274925753
Exchange,JPY,USD,2006-03-08,0.00845880561664693
Exchange,JPY,USD,2006-03-09,0.008401949252226516
Exchange,JPY,USD,2006-03-11,0.008411136344520145
Exchange,JPY,USD,2006-03-12,0.0084224711530363
Exchange,JPY,USD,2006-03-13,0.008503401360544218
Exchange,JPY,USD,2006-03-14,0.008519338899301414
Exchange,JPY,USD,2006-03-15,0.008559445347941454
Exchange,JPY,USD,2006-03-16,0.008625894936599671
Exchange,JPY,USD,2006-03-18,0.00862217623728229
Exchange,JPY,USD,2006-03-19,0.008592541673827118
Exchange,JPY,USD,2006-03-20,0.008528057308545113
Exchange,JPY,USD,2006-03-21,0.00854627809588924
Exchange,JPY,USD,2006-03-22,0.008485002757625896
Exchange,JPY,USD,2006-03-23,0.008512087163772556
Exchange,JPY,USD,2006-03-25,0.008505932888189512
Exchange,JPY,USD,2006-03-26,0.008566044200788077
Exchange,JPY,USD,2006-03-27,0.00847816871555744
Exchange,JPY,USD,2006-03-28,0.008488243782361429
