curve_type,base_ccy,quote_ccy,obs_date,spot
Exchange,USD,JPY,2005-01-03,104.565
Exchange,USD,JPY,2005-01-04,104.14
Exchange,USD,JPY,2005-01-05,105.015
Exchange,USD,JPY,2005-01-06,104.76
Exchange,USD,JPY,2005-01-08,104.8
Exchange,USD,JPY,2005-01-09,104.35
Exchange,USD,JPY,2005-01-10,103.34
Exchange,USD,JPY,2005-01-11,102.44
Exchange,USD,JPY,2005-01-12,102.384
Exchange,USD,JPY,2005-01-13,102.04
Exchange,USD,JPY,2005-01-14,102.03
Exchange,USD,JPY,2005-01-15,102.0
Exchange,USD,JPY,2005-01-16,102.124
Exchange,USD,JPY,2005-01-17,102.26
Exchange,USD,JPY,2005-01-18,102.76
Exchange,USD,JPY,2005-01-19,103.42
Exchange,USD,JPY,2005-01-20,102.72
Exchange,USD,JPY,2005-01-21,102.72
Exchange,USD,JPY,2005-01-22,102.78
Exchange,USD,JPY,2005-01-23,102.642
Exchange,USD,JPY,2005-01-24,104.076
Exchange,USD,JPY,2005-01-25,103.078
Exchange,USD,JPY,2005-01-26,102.692
Exchange,USD,JPY,2005-01-27,103.28
Exchange,USD,JPY,2005-01-28,103.28
Exchange,USD,JPY,2005-01-29,103.58
Exchange,USD,JPY,2005-01-30,103.688
Exchange,USD,JPY,2005-01-31,103.68
Exchange,USD,JPY,2005-02-01,103.594
Exchange,USD,JPY,2005-02-02,104.484
Exchange,USD,JPY,2005-02-03,104.09
Exchange,USD,JPY,2005-02-04,104.59
Exchange,USD,JPY,2005-02-05,104.37
Exchange,USD,JPY,2005-02-06,104.854
Exchange,USD,JPY,2005-02-07,105.84
Exchange,USD,JPY,2005-02-08,105.618
Exchange,USD,JPY,2005-02-09,105.83
Exchange,USD,JPY,2005-02-10,105.72
Exchange,USD,JPY,2005-02-11,105.72
Exchange,USD,JPY,2005-02-12,105.45
Exchange,USD,JPY,2005-02-13,105.08
Exchange,USD,JPY,2005-02-14,104.418
Exchange,USD,JPY,2005-02-15,105.41
Exchange,USD,JPY,2005-02-16,105.54
Exchange,USD,JPY,2005-02-17,105.65
Exchange,USD,JPY,2005-02-19,105.71
Exchange,USD,JPY,2005-02-20,105.568
Exchange,USD,JPY,2005-02-21,104.042
Exchange,USD,JPY,2005-02-22,104.814
Exchange,USD,JPY,2005-02-23,105.388
Exchange,USD,JPY,2005-02-24,105.227
Exchange,USD,JPY,2005-02-26,105.257
Exchange,USD,JPY,2005-02-27,104.626
Exchange,USD,JPY,2005-02-28,104.387
Exchange,USD,JPY,2005-03-01,104.756
Exchange,USD,JPY,2005-03-02,105.28
Exchange,USD,JPY,2005-03-03,104.793
Exchange,USD,JPY,2005-03-05,104.76
Exchange,USD,JPY,2005-03-06,105.178
Exchange,USD,JPY,2005-03-07,104.676
Exchange,USD,JPY,2005-03-08,103.938
Exchange,USD,JPY,2005-03-09,104.13
Exchange,USD,JPY,2005-03-10,104.0
Exchange,USD,JPY,2005-03-11,103.99
Exchange,USD,JPY,2005-03-12,103.84
Exchange,USD,JPY,2005-03-13,104.846
Exchange,USD,JPY,2005-03-14,104.564
Exchange,USD,JPY,2005-03-15,104.16
Exchange,USD,JPY,2005-03-16,104.526
Exchange,USD,JPY,2005-03-17,104.74
Exchange,USD,JPY,2005-03-19,104.75
Exchange,USD,JPY,2005-03-20,105.202
Exchange,USD,JPY,2005-03-21,105.618
Exchange,USD,JPY,2005-03-22,105.95
Exchange,USD,JPY,2005-03-23,106.336
Exchange,USD,JPY,2005-03-24,106.385
Exchange,USD,JPY,2005-03-26,106.34
Exchange,USD,JPY,2005-03-27,107.184
Exchange,USD,JPY,2005-03-28,107.588
Exchange,USD,JPY,2005-03-29,107.548
Exchange,USD,JPY,2005-03-30,107.14
Exchange,USD,JPY,2005-03-31,107.55
Exchange,USD,JPY,2005-04-02,107.635
Exchange,USD,JPY,2005-04-03,108.292
Exchange,USD,JPY,2005-04-04,108.168
Exchange,USD,JPY,2005-04-05,108.67
Exchange,USD,JPY,2005-04-06,108.62
Exchange,USD,JPY,2005-04-07,108.256
Exchange,USD,JPY,2005-04-08,108.256
Exchange,USD,JPY,2005-04-09,108.261
Exchange,USD,JPY,2005-04-10,107.866
Exchange,USD,JPY,2005-04-11,107.764
Exchange,USD,JPY,2005-04-12,107.348
Exchange,USD,JPY,2005-04-13,108.174
Exchange,USD,JPY,2005-04-14,107.81
Exchange,USD,JPY,2005-04-16,107.64
Exchange,USD,JPY,2005-04-17,107.488
Exchange,USD,JPY,2005-04-18,106.734
Exchange,USD,JPY,2005-04-19,106.88
Exchange,USD,JPY,2005-04-20,106.97
Exchange,USD,JPY,2005-04-21,106.0
Exchange,USD,JPY,2005-04-22,106.01
Exchange,USD,JPY,2005-04-23,105.315
Exchange,USD,JPY,2005-04-24,105.67
Exchange,USD,JPY,2005-04-25,106.01
Exchange,USD,JPY,2005-04-26,105.87
Exchange,USD,JPY,2005-04-27,106.12
Exchange,USD,JPY,2005-04-28,104.74
Exchange,USD,JPY,2005-04-29,104.74
Exchange,USD,JPY,2005-04-30,105.01
Exchange,USD,JPY,2005-05-01,105.05
Exchange,USD,JPY,2005-05-02,105.08
Exchange,USD,JPY,2005-05-03,104.58
Exchange,USD,JPY,2005-05-04,104.46
Exchange,USD,JPY,2005-05-05,105.06
Exchange,USD,JPY,2005-05-07,105.125
Exchange,USD,JPY,2005-05-08,105.628
Exchange,USD,JPY,2005-05-09,105.56
Exchange,USD,JPY,2005-05-10,105.76
Exchange,USD,JPY,2005-05-11,106.776
Exchange,USD,JPY,2005-05-12,107.3
Exchange,USD,JPY,2005-05-13,107.3
Exchange,USD,JPY,2005-05-14,107.3
Exchange,USD,JPY,2005-05-15,106.754
Exchange,USD,JPY,2005-05-16,107.528
Exchange,USD,JPY,2005-05-17,107.0
Exchange,USD,JPY,2005-05-18,107.626
Exchange,USD,JPY,2005-05-19,108.16
Exchange,USD,JPY,2005-05-21,108.22
Exchange,USD,JPY,2005-05-22,107.65
Exchange,USD,JPY,2005-05-23,107.64
Exchange,USD,JPY,2005-05-24,107.718
Exchange,USD,JPY,2005-05-25,107.96
Exchange,USD,JPY,2005-05-26,107.93
Exchange,USD,JPY,2005-05-27,107.93
Exchange,USD,JPY,2005-05-28,107.98
Exchange,USD,JPY,2005-05-29,107.998
Exchange,USD,JPY,2005-05-30,108.568
Exchange,USD,JPY,2005-05-31,108.75
Exchange,USD,JPY,2005-06-01,108.29
Exchange,USD,JPY,2005-06-02,107.69
Exchange,USD,JPY,2005-06-03,107.69
Exchange,USD,JPY,2005-06-04,107.71
Exchange,USD,JPY,2005-06-05,106.938
Exchange,USD,JPY,2005-06-06,106.61
Exchange,USD,JPY,2005-06-07,107.29
Exchange,USD,JPY,2005-06-08,107.44
Exchange,USD,JPY,2005-06-09,108.66
Exchange,USD,JPY,2005-06-10,108.66
Exchange,USD,JPY,2005-06-11,108.62
Exchange,USD,JPY,2005-06-12,109.566
Exchange,USD,JPY,2005-06-13,109.474
Exchange,USD,JPY,2005-06-14,109.214
Exchange,USD,JPY,2005-06-15,108.916
Exchange,USD,JPY,2005-06-16,108.57
Exchange,USD,JPY,2005-06-17,108.57
Exchange,USD,JPY,2005-06-18,108.79
Exchange,USD,JPY,2005-06-19,109.258
Exchange,USD,JPY,2005-06-20,108.17
Exchange,USD,JPY,2005-06-21,108.86
Exchange,USD,JPY,2005-06-22,108.936
Exchange,USD,JPY,2005-06-23,109.05
Exchange,USD,JPY,2005-06-24,109.05
Exchange,USD,JPY,2005-06-25,109.185
Exchange,USD,JPY,2005-06-26,109.26
Exchange,USD,JPY,2005-06-27,110.03
Exchange,USD,JPY,2005-06-28,110.442
Exchange,USD,JPY,2005-06-29,110.916
Exchange,USD,JPY,2005-06-30,111.79
Exchange,USD,JPY,2005-07-01,111.79
Exchange,USD,JPY,2005-07-02,111.665
Exchange,USD,JPY,2005-07-03,111.616
Exchange,USD,JPY,2005-07-04,111.74
Exchange,USD,JPY,2005-07-05,112.188
Exchange,USD,JPY,2005-07-06,112.082
Exchange,USD,JPY,2005-07-07,112.18
Exchange,USD,JPY,2005-07-09,112.165
Exchange,USD,JPY,2005-07-10,111.808
Exchange,USD,JPY,2005-07-11,110.81
Exchange,USD,JPY,2005-07-12,111.86
Exchange,USD,JPY,2005-07-13,112.358
Exchange,USD,JPY,2005-07-14,112.16
Exchange,USD,JPY,2005-07-15,112.16
Exchange,USD,JPY,2005-07-16,112.275
Exchange,USD,JPY,2005-07-17,111.988
Exchange,USD,JPY,2005-07-18,112.708
Exchange,USD,JPY,2005-07-19,112.918
Exchange,USD,JPY,2005-07-20,110.266
Exchange,USD,JPY,2005-07-21,111.33
Exchange,USD,JPY,2005-07-22,111.34
Exchange,USD,JPY,2005-07-23,111.345
Exchange,USD,JPY,2005-07-24,111.488
Exchange,USD,JPY,2005-07-25,112.542
Exchange,USD,JPY,2005-07-26,112.472
Exchange,USD,JPY,2005-07-27,112.118
Exchange,USD,JPY,2005-07-28,112.49
Exchange,USD,JPY,2005-07-30,112.56
Exchange,USD,JPY,2005-07-31,112.226
Exchange,USD,JPY,2005-08-01,111.465
Exchange,USD,JPY,2005-08-02,111.09
Exchange,USD,JPY,2005-08-03,111.23
Exchange,USD,JPY,2005-08-04,111.93
Exchange,USD,JPY,2005-08-05,111.93
Exchange,USD,JPY,2005-08-06,112.075
Exchange,USD,JPY,2005-08-07,112.18
Exchange,USD,JPY,2005-08-08,111.89
Exchange,USD,JPY,2005-08-09,110.65
Exchange,USD,JPY,2005-08-10,109.7
Exchange,USD,JPY,2005-08-11,109.38
Exchange,USD,JPY,2005-08-12,109.38
Exchange,USD,JPY,2005-08-13,109.475
Exchange,USD,JPY,2005-08-14,109.243
Exchange,USD,JPY,2005-08-15,109.52
Exchange,USD,JPY,2005-08-16,109.93
Exchange,USD,JPY,2005-08-17,110.53
Exchange,USD,JPY,2005-08-18,110.47
Exchange,USD,JPY,2005-08-19,110.47
Exchange,USD,JPY,2005-08-20,110.43
Exchange,USD,JPY,2005-08-21,109.77
Exchange,USD,JPY,2005-08-22,109.885
Exchange,USD,JPY,2005-08-23,110.21
Exchange,USD,JPY,2005-08-24,110.04
Exchange,USD,JPY,2005-08-25,110.18
Exchange,USD,JPY,2005-08-26,110.19
Exchange,USD,JPY,2005-08-27,110.185
Exchange,USD,JPY,2005-08-28,110.625
Exchange,USD,JPY,2005-08-29,111.255
Exchange,USD,JPY,2005-08-30,110.635
Exchange,USD,JPY,2005-08-31,109.82
Exchange,USD,JPY,2005-09-01,109.82
Exchange,USD,JPY,2005-09-02,109.82
Exchange,USD,JPY,2005-09-03,109.705
Exchange,USD,JPY,2005-09-04,109.15
Exchange,USD,JPY,2005-09-05,109.69
Exchange,USD,JPY,2005-09-06,110.105
Exchange,USD,JPY,2005-09-07,110.52
Exchange,USD,JPY,2005-09-08,109.69
Exchange,USD,JPY,2005-09-09,109.7
Exchange,USD,JPY,2005-09-10,109.165
Exchange,USD,JPY,2005-09-11,110.35
Exchange,USD,JPY,2005-09-12,110.64
Exchange,USD,JPY,2005-09-13,110.39
Exchange,USD,JPY,2005-09-14,110.65
Exchange,USD,JPY,2005-09-15,111.35
Exchange,USD,JPY,2005-09-16,111.34
Exchange,USD,JPY,2005-09-17,111.465
Exchange,USD,JPY,2005-09-18,111.535
Exchange,USD,JPY,2005-09-19,111.965
Exchange,USD,JPY,2005-09-20,111.3
Exchange,USD,JPY,2005-09-21,111.7
Exchange,USD,JPY,2005-09-22,112.5
Exchange,USD,JPY,2005-09-23,112.5
Exchange,USD,JPY,2005-09-24,112.485
Exchange,USD,JPY,2005-09-25,112.17
Exchange,USD,JPY,2005-09-26,113.31
Exchange,USD,JPY,2005-09-27,113.12
Exchange,USD,JPY,2005-09-28,113.005
Exchange,USD,JPY,2005-09-29,113.5
Exchange,USD,JPY,2005-10-01,113.41
Exchange,USD,JPY,2005-10-02,114.14
Exchange,USD,JPY,2005-10-03,114.25
Exchange,USD,JPY,2005-10-04,114.01
Exchange,USD,JPY,2005-10-05,113.31
Exchange,USD,JPY,2005-10-06,113.82
Exchange,USD,JPY,2005-10-07,113.85
Exchange,USD,JPY,2005-10-08,113.775
Exchange,USD,JPY,2005-10-09,114.1
Exchange,USD,JPY,2005-10-10,114.555
Exchange,USD,JPY,2005-10-11,114.4
Exchange,USD,JPY,2005-10-12,114.51
Exchange,USD,JPY,2005-10-13,114.08
Exchange,USD,JPY,2005-10-14,114.08
Exchange,USD,JPY,2005-10-15,114.125
Exchange,USD,JPY,2005-10-16,114.92
Exchange,USD,JPY,2005-10-17,115.716
Exchange,USD,JPY,2005-10-18,115.45
Exchange,USD,JPY,2005-10-19,115.34
Exchange,USD,JPY,2005-10-20,115.91
Exchange,USD,JPY,2005-10-21,115.91
Exchange,USD,JPY,2005-10-22,115.875
Exchange,USD,JPY,2005-10-23,115.445
Exchange,USD,JPY,2005-10-24,115.028
Exchange,USD,JPY,2005-10-25,115.858
Exchange,USD,JPY,2005-10-26,115.438
Exchange,USD,JPY,2005-10-27,115.69
Exchange,USD,JPY,2005-10-28,115.692
Exchange,USD,JPY,2005-10-29,115.73
Exchange,USD,JPY,2005-10-30,116.397
Exchange,USD,JPY,2005-10-31,116.755
Exchange,USD,JPY,2005-11-01,116.88
Exchange,USD,JPY,2005-11-02,117.23
Exchange,USD,JPY,2005-11-03,118.33
Exchange,USD,JPY,2005-11-04,118.33
Exchange,USD,JPY,2005-11-05,118.265
Exchange,USD,JPY,2005-11-06,117.685
Exchange,USD,JPY,2005-11-07,117.29
Exchange,USD,JPY,2005-11-08,117.525
Exchange,USD,JPY,2005-11-09,118.22
Exchange,USD,JPY,2005-11-10,117.99
Exchange,USD,JPY,2005-11-11,117.99
Exchange,USD,JPY,2005-11-12,118.01
Exchange,USD,JPY,2005-11-13,118.81
Exchange,USD,JPY,2005-11-14,118.93
Exchange,USD,JPY,2005-11-15,119.19
Exchange,USD,JPY,2005-11-16,118.83
Exchange,USD,JPY,2005-11-17,119.1
Exchange,USD,JPY,2005-11-18,119.11
Exchange,USD,JPY,2005-11-19,119.2
Exchange,USD,JPY,2005-11-20,119.03
Exchange,USD,JPY,2005-11-21,118.74
Exchange,USD,JPY,2005-11-22,118.72
Exchange,USD,JPY,2005-11-23,118.92
Exchange,USD,JPY,2005-11-24,119.62
Exchange,USD,JPY,2005-11-26,119.67
Exchange,USD,JPY,2005-11-27,118.84
Exchange,USD,JPY,2005-11-28,119.67
Exchange,USD,JPY,2005-11-29,119.81
Exchange,USD,JPY,2005-11-30,120.64
Exchange,USD,JPY,2005-12-01,120.62
Exchange,USD,JPY,2005-12-02,120.62
Exchange,USD,JPY,2005-12-03,121.05
Exchange,USD,JPY,2005-12-04,120.82
Exchange,USD,JPY,2005-12-05,120.88
Exchange,USD,JPY,2005-12-06,121.04
Exchange,USD,JPY,2005-12-07,120.325
Exchange,USD,JPY,2005-12-08,120.67
Exchange,USD,JPY,2005-12-09,120.67
Exchange,USD,JPY,2005-12-10,120.75
Exchange,USD,JPY,2005-12-11,119.78
Exchange,USD,JPY,2005-12-12,119.94
Exchange,USD,JPY,2005-12-13,117.38
Exchange,USD,JPY,2005-12-14,116.215
Exchange,USD,JPY,2005-12-15,115.67
Exchange,USD,JPY,2005-12-16,115.67
Exchange,USD,JPY,2005-12-17,115.6
Exchange,USD,JPY,2005-12-18,116.15
Exchange,USD,JPY,2005-12-19,117.24
Exchange,USD,JPY,2005-12-20,117.395
Exchange,USD,JPY,2005-12-21,116.655
Exchange,USD,JPY,2005-12-22,116.245
Exchange,USD,JPY,2005-12-23,116.245
Exchange,USD,JPY,2005-12-25,116.295
Exchange,USD,JPY,2005-12-26,117.435
Exchange,USD,JPY,2005-12-27,117.93
Exchange,USD,JPY,2005-12-28,117.85
Exchange,USD,JPY,2005-12-29,117.75
Exchange,USD,JPY,2005-12-31,117.8
Exchange,USD,JPY,2006-01-01,117.89
Exchange,USD,JPY,2006-01-02,116.18
Exchange,USD,JPY,2006-01-03,116.1
Exchange,USD,JPY,2006-01-04,115.92
Exchange,USD,JPY,2006-01-05,114.47
Exchange,USD,JPY,2006-01-06,114.47
Exchange,USD,JPY,2006-01-07,114.53
Exchange,USD,JPY,2006-01-08,114.48
Exchange,USD,JPY,2006-01-09,114.34
Exchange,USD,JPY,2006-01-10,114.15
Exchange,USD,JPY,2006-01-11,114.366
Exchange,USD,JPY,2006-01-12,114.17
Exchange,USD,JPY,2006-01-14,114.21
Exchange,USD,JPY,2006-01-15,114.955
Exchange,USD,JPY,2006-01-16,115.48
Exchange,USD,JPY,2006-01-17,115.24
Exchange,USD,JPY,2006-01-18,115.41
Exchange,USD,JPY,2006-01-19,115.3
Exchange,USD,JPY,2006-01-20,115.3
Exchange,USD,JPY,2006-01-21,115.25
Exchange,USD,JPY,2006-01-22,114.43
Exchange,USD,JPY,2006-01-23,114.684
Exchange,USD,JPY,2006-01-24,115.86
Exchange,USD,JPY,2006-01-25,116.45
Exchange,USD,JPY,2006-01-26,117.32
Exchange,USD,JPY,2006-01-28,117.3
Exchange,USD,JPY,2006-01-29,117.61
Exchange,USD,JPY,2006-01-30,117.2
Exchange,USD,JPY,2006-01-31,118.02
Exchange,USD,JPY,2006-02-01,118.57
Exchange,USD,JPY,2006-02-02,118.93
Exchange,USD,JPY,2006-02-03,118.93
Exchange,USD,JPY,2006-02-04,118.79
Exchange,USD,JPY,2006-02-05,119.047
Exchange,USD,JPY,2006-02-06,117.934
Exchange,USD,JPY,2006-02-07,118.53
Exchange,USD,JPY,2006-02-08,118.84
Exchange,USD,JPY,2006-02-09,117.86
Exchange,USD,JPY,2006-02-11,117.785
Exchange,USD,JPY,2006-02-12,117.78
Exchange,USD,JPY,2006-02-13,117.4
Exchange,USD,JPY,2006-02-14,117.89
Exchange,USD,JPY,2006-02-15,117.58
Exchange,USD,JPY,2006-02-16,118.065
Exchange,USD,JPY,2006-02-17,118.065
Exchange,USD,JPY,2006-02-18,118.19
Exchange,USD,JPY,2006-02-19,118.255
Exchange,USD,JPY,2006-02-20,118.71
Exchange,USD,JPY,2006-02-21,118.54
Exchange,USD,JPY,2006-02-22,117.135
Exchange,USD,JPY,2006-02-23,116.9
Exchange,USD,JPY,2006-02-24,116.89
Exchange,USD,JPY,2006-02-25,116.87
Exchange,USD,JPY,2006-02-26,116.12
Exchange,USD,JPY,2006-02-27,115.776
Exchange,USD,JPY,2006-02-28,116.08
Exchange,USD,JPY,2006-03-01,115.895
Exchange,USD,JPY,2006-03-02,116.415
Exchange,USD,JPY,2006-03-03,116.419
Exchange,USD,JPY,2006-03-04,116.37
Exchange,USD,JPY,2006-03-05,117.57
Exchange,USD,JPY,2006-03-06,117.85
Exchange,USD,JPY,2006-03-07,117.85
Exchange,USD,JPY,2006-03-08,118.22
Exchange,USD,JPY,2006-03-09,119.02
Exchange,USD,JPY,2006-03-11,118.89
Exchange,USD,JPY,2006-03-12,118.73
Exchange,USD,JPY,2006-03-13,117.6
Exchange,USD,JPY,2006-03-14,117.38
Exchange,USD,JPY,2006-03-15,116.83
Exchange,USD,JPY,2006-03-16,115.93
Exchange,USD,JPY,2006-03-18,115.98
Exchange,USD,JPY,2006-03-19,116.38
Exchange,USD,JPY,2006-03-20,117.26
Exchange,USD,JPY,2006-03-21,117.01
Exchange,USD,JPY,2006-03-22,117.855
Exchange,USD,JPY,2006-03-23,117.48
Exchange,USD,JPY,2006-03-25,117.565
Exchange,USD,JPY,2006-03-26,116.74
Exchange,USD,JPY,2006-03-27,117.95
Exchange,USD,JPY,2006-03-28,117.81
Exchange,USD,JPY,2006-03-29,117.31
Exchange,USD,JPY,2006-03-30,117.78
Exchange,USD,JPY,2006-04-01,117.785
Exchange,USD,JPY,2006-04-02,117.705
Exchange,USD,JPY,2006-04-03,117.53
Exchange,USD,JPY,2006-04-04,117.43
Exchange,USD,JPY,2006-04-05,117.76
Exchange,USD,JPY,2006-04-06,118.3
Exchange,USD,JPY,2006-04-08,118.145
Exchange,USD,JPY,2006-04-09,118.36
Exchange,USD,JPY,2006-04-10,118.28
Exchange,USD,JPY,2006-04-11,118.57
Exchange,USD,JPY,2006-04-12,118.56
Exchange,USD,JPY,2006-04-13,118.685
Exchange,USD,JPY,2006-04-15,118.61
Exchange,USD,JPY,2006-04-16,117.81
Exchange,USD,JPY,2006-04-17,117.11
Exchange,USD,JPY,2006-04-18,117.29
Exchange,USD,JPY,2006-04-19,117.54
Exchange,USD,JPY,2006-04-20,116.6
Exchange,USD,JPY,2006-04-22,115.61
Exchange,USD,JPY,2006-04-23,114.63
Exchange,USD,JPY,2006-04-24,114.81
Exchange,USD,JPY,2006-04-25,114.71
Exchange,USD,JPY,2006-04-26,114.11
Exchange,USD,JPY,2006-04-27,113.83
Exchange,USD,JPY,2006-04-29,113.69
Exchange,USD,JPY,2006-04-30,113.358
Exchange,USD,JPY,2006-05-01,113.34
Exchange,USD,JPY,2006-05-02,113.58
Exchange,USD,JPY,2006-05-03,113.66
Exchange,USD,JPY,2006-05-04,112.58
Exchange,USD,JPY,2006-05-06,112.06
Exchange,USD,JPY,2006-05-07,111.64
Exchange,USD,JPY,2006-05-08,111.04
Exchange,USD,JPY,2006-05-09,110.5
Exchange,USD,JPY,2006-05-10,110.736
Exchange,USD,JPY,2006-05-11,110.03
Exchange,USD,JPY,2006-05-13,109.596
Exchange,USD,JPY,2006-05-14,110.49
Exchange,USD,JPY,2006-05-15,109.76
Exchange,USD,JPY,2006-05-16,110.959
Exchange,USD,JPY,2006-05-17,110.83
Exchange,USD,JPY,2006-05-18,111.68
Exchange,USD,JPY,2006-05-20,111.72
Exchange,USD,JPY,2006-05-21,111.565
Exchange,USD,JPY,2006-05-22,111.975
Exchange,USD,JPY,2006-05-23,112.947
Exchange,USD,JPY,2006-05-24,111.785
Exchange,USD,JPY,2006-05-25,112.665
Exchange,USD,JPY,2006-05-27,112.53
Exchange,USD,JPY,2006-05-28,112.476
Exchange,USD,JPY,2006-05-29,112.161
Exchange,USD,JPY,2006-05-30,112.64
Exchange,USD,JPY,2006-05-31,112.715
Exchange,USD,JPY,2006-06-01,111.735
Exchange,USD,JPY,2006-06-03,111.65
Exchange,USD,JPY,2006-06-04,112.24
Exchange,USD,JPY,2006-06-05,113.325
Exchange,USD,JPY,2006-06-06,113.58
Exchange,USD,JPY,2006-06-07,114.235
Exchange,USD,JPY,2006-06-08,113.975
Exchange,USD,JPY,2006-06-10,114.197
Exchange,USD,JPY,2006-06-11,114.395
Exchange,USD,JPY,2006-06-12,115.425
Exchange,USD,JPY,2006-06-13,115.048
Exchange,USD,JPY,2006-06-14,114.76
Exchange,USD,JPY,2006-06-15,115.195
Exchange,USD,JPY,2006-06-17,115.17
Exchange,USD,JPY,2006-06-18,115.539
Exchange,USD,JPY,2006-06-19,114.965
Exchange,USD,JPY,2006-06-20,114.9
Exchange,USD,JPY,2006-06-21,116.107
Exchange,USD,JPY,2006-06-22,116.55
Exchange,USD,JPY,2006-06-23,116.54
Exchange,USD,JPY,2006-06-24,116.515
Exchange,USD,JPY,2006-06-25,116.26
Exchange,USD,JPY,2006-06-26,116.292
Exchange,USD,JPY,2006-06-27,116.475
Exchange,USD,JPY,2006-06-28,115.17
Exchange,USD,JPY,2006-06-29,114.44
Exchange,USD,JPY,2006-07-01,114.375
Exchange,USD,JPY,2006-07-02,114.684
Exchange,USD,JPY,2006-07-03,114.807
Exchange,USD,JPY,2006-07-04,115.73
Exchange,USD,JPY,2006-07-05,115.116
Exchange,USD,JPY,2006-07-06,114.02
Exchange,USD,JPY,2006-07-07,114.03
Exchange,USD,JPY,2006-07-08,114.0
Exchange,USD,JPY,2006-07-09,114.332
Exchange,USD,JPY,2006-07-10,114.247
Exchange,USD,JPY,2006-07-11,115.512
Exchange,USD,JPY,2006-07-12,115.385
Exchange,USD,JPY,2006-07-13,116.11
Exchange,USD,JPY,2006-07-15,116.17
Exchange,USD,JPY,2006-07-16,117.245
Exchange,USD,JPY,2006-07-17,117.33
Exchange,USD,JPY,2006-07-18,116.88
Exchange,USD,JPY,2006-07-19,117.048
Exchange,USD,JPY,2006-07-20,116.166
Exchange,USD,JPY,2006-07-22,116.131
Exchange,USD,JPY,2006-07-23,116.685
Exchange,USD,JPY,2006-07-24,117.23
Exchange,USD,JPY,2006-07-25,116.275
Exchange,USD,JPY,2006-07-26,115.77
Exchange,USD,JPY,2006-07-27,114.648
Exchange,USD,JPY,2006-07-28,114.675
Exchange,USD,JPY,2006-07-29,114.665
Exchange,USD,JPY,2006-07-30,114.666
Exchange,USD,JPY,2006-07-31,114.566
Exchange,USD,JPY,2006-08-01,114.664
Exchange,USD,JPY,2006-08-02,115.024
Exchange,USD,JPY,2006-08-03,114.444
Exchange,USD,JPY,2006-08-05,114.225
Exchange,USD,JPY,2006-08-06,115.144
Exchange,USD,JPY,2006-08-07,115.31
Exchange,USD,JPY,2006-08-08,115.325
Exchange,USD,JPY,2006-08-09,115.265
Exchange,USD,JPY,2006-08-10,116.305
Exchange,USD,JPY,2006-08-11,116.312
Exchange,USD,JPY,2006-08-12,116.31
Exchange,USD,JPY,2006-08-13,116.725
Exchange,USD,JPY,2006-08-14,116.115
Exchange,USD,JPY,2006-08-15,115.865
Exchange,USD,JPY,2006-08-16,115.99
Exchange,USD,JPY,2006-08-17,115.81
Exchange,USD,JPY,2006-08-18,115.79
Exchange,USD,JPY,2006-08-19,115.795
Exchange,USD,JPY,2006-08-20,115.848
Exchange,USD,JPY,2006-08-21,116.535
Exchange,USD,JPY,2006-08-22,116.42
Exchange,USD,JPY,2006-08-23,116.537
Exchange,USD,JPY,2006-08-24,117.289
Exchange,USD,JPY,2006-08-26,117.225
Exchange,USD,JPY,2006-08-27,117.224
Exchange,USD,JPY,2006-08-28,116.675
Exchange,USD,JPY,2006-08-29,117.169
Exchange,USD,JPY,2006-08-30,117.39
Exchange,USD,JPY,2006-08-31,117.09
Exchange,USD,JPY,2006-09-02,117.093
Exchange,USD,JPY,2006-09-03,116.075
Exchange,USD,JPY,2006-09-04,116.088
Exchange,USD,JPY,2006-09-05,116.65
Exchange,USD,JPY,2006-09-06,116.423
Exchange,USD,JPY,2006-09-07,116.94
Exchange,USD,JPY,2006-09-08,116.94
Exchange,USD,JPY,2006-09-09,116.85
Exchange,USD,JPY,2006-09-10,117.677
Exchange,USD,JPY,2006-09-11,117.95
Exchange,USD,JPY,2006-09-12,117.685
Exchange,USD,JPY,2006-09-13,117.597
Exchange,USD,JPY,2006-09-14,117.56
Exchange,USD,JPY,2006-09-16,117.255
Exchange,USD,JPY,2006-09-17,117.949
Exchange,USD,JPY,2006-09-18,117.774
Exchange,USD,JPY,2006-09-19,117.45
Exchange,USD,JPY,2006-09-20,116.38
Exchange,USD,JPY,2006-09-21,116.555
Exchange,USD,JPY,2006-09-23,116.515
Exchange,USD,JPY,2006-09-24,116.602
Exchange,USD,JPY,2006-09-25,117.107
Exchange,USD,JPY,2006-09-26,117.49
Exchange,USD,JPY,2006-09-27,117.817
Exchange,USD,JPY,2006-09-28,118.175
Exchange,USD,JPY,2006-09-30,118.155
Exchange,USD,JPY,2006-10-01,117.646
Exchange,USD,JPY,2006-10-02,117.91
Exchange,USD,JPY,2006-10-03,117.903
Exchange,USD,JPY,2006-10-04,117.698
Exchange,USD,JPY,2006-10-05,119.018
Exchange,USD,JPY,2006-10-07,118.945
Exchange,USD,JPY,2006-10-08,119.108
Exchange,USD,JPY,2006-10-09,119.712
Exchange,USD,JPY,2006-10-10,119.773
Exchange,USD,JPY,2006-10-11,119.365
Exchange,USD,JPY,2006-10-12,119.63
Exchange,USD,JPY,2006-10-13,119.617
Exchange,USD,JPY,2006-10-14,119.675
Exchange,USD,JPY,2006-10-15,119.03
